obs_id,season,day_of_week,operational_state,temperatura_c,ph,caudal_m3h,dbo5_mgl,dqo_mgl,dqo_dbo_ratio,nh4_mgl,od_mgl,adh_ugTTF_gVSS_h,toxicity_pct,adh_pct,od_pct,nh4_pct,bhi,bhi_label,decreto_674_dbo_compliant,decreto_674_nh4_compliant
7081,summer,Thu,stressed,26.23,6.805,31.6,88.44,181.83,2.056,77.33,2.892,0.6472,42.11,14.38,31.43,36.82,41.72,critical,0,0
7082,autumn,Fri,healthy,18.63,7.37,14.15,37.55,62.45,1.663,3.09,5.108,1.3774,3.14,30.61,55.52,1.47,70.38,stressed,1,1
7083,winter,Sat,stressed,11.8,6.842,15.47,124.72,290.17,2.327,22.27,1.132,0.3091,38.92,6.87,12.3,10.6,42.41,critical,0,1
7084,spring,Sun,healthy,23.87,7.039,6,10,17.33,1.733,3.52,6.908,2.4734,1,54.96,75.08,1.68,81.84,healthy,1,1
7085,summer,Mon,stressed,30.28,6.808,27.24,105.35,184.09,1.747,62.59,1.938,0.7484,49.43,16.63,21.07,29.8,39.62,critical,0,0
7086,autumn,Tue,healthy,19.84,6.702,17.25,41.67,68.92,1.654,9.78,4.989,1.3027,3.83,28.95,54.23,4.65,68.67,stressed,1,1
7087,winter,Wed,healthy,10.51,7.34,17.46,23.86,41.72,1.749,9.41,5.449,0.9959,5.02,22.13,59.23,4.48,67.96,stressed,1,1
7088,spring,Thu,stressed,23.41,7.165,38.2,114.75,204.77,1.785,30.13,0.551,0.3518,52.02,7.82,5.98,14.35,36.86,critical,0,1
7089,summer,Fri,healthy,31.18,7.162,17.8,55.68,93.78,1.684,5.3,6.931,1.7594,17.69,39.1,75.33,2.52,73.55,stressed,0,1
7090,autumn,Sat,stressed,20.24,7.174,38.48,47.7,88.77,1.861,63.54,1.629,0.546,26.59,12.13,17.7,30.26,43.25,critical,1,0
7091,winter,Sun,healthy,14.61,7.121,6,12.53,20.72,1.654,3.73,6.747,1.4423,4.75,32.05,73.34,1.78,74.72,stressed,1,1
7092,spring,Mon,healthy,19.36,7.166,14.99,52.15,90.87,1.743,5.33,6.647,1.738,5.28,38.62,72.25,2.54,75.76,healthy,0,1
7093,summer,Tue,stressed,26.13,6.329,38.62,82.23,169.15,2.057,56.84,1.441,0.3574,27.08,7.94,15.67,27.06,42.37,critical,0,0
7094,autumn,Wed,healthy,17.86,7.264,17.16,49.48,90.51,1.829,4.66,7.327,1.4623,11.51,32.5,79.64,2.22,74.6,stressed,1,1
7095,winter,Thu,healthy,13.21,7.071,17.64,38.05,60.4,1.587,13.9,7.144,1.3319,9.01,29.6,77.65,6.62,72.9,stressed,1,1
7096,spring,Fri,healthy,24.91,7.243,17.52,45.13,74.78,1.657,14.63,8.19,3.3782,4.3,75.07,89.02,6.97,88.21,healthy,1,1
7097,summer,Sat,stressed,27.59,6.453,15.34,157.36,306.89,1.95,20.7,1.205,0.2997,56.96,6.66,13.1,9.86,38.24,critical,0,1
7098,autumn,Sun,stressed,19.63,7.044,14.85,45,94.02,2.089,20,3.704,1.2537,32.77,27.86,40.26,9.52,56.46,stressed,1,1
7099,winter,Mon,stressed,18.04,6.738,37.17,115.95,216.37,1.866,69.34,0.05,0.2888,31.77,6.42,0.54,33.02,35.54,critical,0,0
7100,spring,Tue,healthy,19.71,7.184,23.31,38.59,61.52,1.594,3.67,7.929,1.9533,9.96,43.41,86.18,1.75,79.47,healthy,1,1
7101,summer,Wed,stressed,29.98,6.973,24.34,127.52,203.97,1.6,81.22,1.183,0.4536,46.2,10.08,12.86,38.68,34.51,critical,0,0
7102,autumn,Thu,healthy,19.27,7.028,12.9,34.74,55.82,1.607,9.95,5.77,1.0372,5.9,23.05,62.71,4.74,68.78,stressed,1,1
7103,winter,Fri,healthy,14.06,7.134,19.22,35.62,54.35,1.526,14.22,6.247,1.3781,5.82,30.62,67.9,6.77,71.49,stressed,1,1
7104,spring,Sat,critical,17.12,6.448,20,180,462.42,2.569,89.87,0.05,0.0529,93.8,1.18,0.54,42.8,16.28,critical,0,0
7105,summer,Sun,stressed,29.36,6.856,20.59,45,85.61,1.903,25.07,2.679,0.8934,42.09,19.85,29.12,11.94,48.74,critical,1,1
7106,autumn,Mon,healthy,18.58,6.975,17.86,47.54,80.77,1.699,8.06,6.891,1.539,5.89,34.2,74.9,3.84,74.84,stressed,1,1
7107,winter,Tue,stressed,9.48,6.871,42.01,117.38,257.87,2.197,73.36,0.105,0.3627,39.35,8.06,1.14,34.93,33.73,critical,0,0
7108,spring,Wed,healthy,22.69,7.536,18.07,46.51,69.24,1.489,13.73,5.431,1.8883,2.72,41.96,59.03,6.54,72.94,stressed,1,1
7109,summer,Thu,healthy,28.64,7.162,15.96,45.85,73.51,1.603,3.43,5.627,1.8486,10.19,41.08,61.16,1.63,72.6,stressed,1,1
7110,autumn,Fri,healthy,20.17,7.101,14.52,47.25,76.1,1.611,5.24,6.427,2.0554,8.36,45.68,69.86,2.5,76.17,healthy,1,1
7111,winter,Sat,stressed,15.06,6.837,37.56,114.61,219.76,1.917,40.56,0.863,0.3879,42.56,8.62,9.38,19.32,39.03,critical,0,0
7112,spring,Sun,healthy,21.71,7.312,6,24.95,37.19,1.491,10.69,6.055,1.707,6.89,37.93,65.81,5.09,72.94,stressed,1,1
7113,summer,Mon,healthy,28.32,7.15,12.62,15.83,25.41,1.605,7.81,6.969,1.9582,1,43.52,75.75,3.72,78.64,healthy,1,1
7114,autumn,Tue,stressed,23.48,6.313,57.53,125.76,229.69,1.826,73.39,0.787,0.5891,33.03,13.09,8.55,34.95,38.42,critical,0,0
7115,winter,Wed,stressed,12.26,6.934,34.23,142.16,278.88,1.962,88.82,1.721,0.3108,51.14,6.91,18.7,42.3,33.04,critical,0,0
7116,spring,Thu,stressed,24.5,7.276,25.48,104.24,211.91,2.033,66.79,0.05,0.5892,15.76,13.09,0.54,31.81,41.52,critical,0,0
7117,summer,Fri,healthy,30.15,7.061,16.13,48.31,83.95,1.738,9.84,4.455,0.9638,4.2,21.42,48.42,4.69,65.24,stressed,1,1
7118,autumn,Sat,stressed,15.01,6.903,22.74,45,83.16,1.848,20,2.243,0.5452,32.31,12.12,24.38,9.52,48.67,critical,1,1
7119,winter,Sun,healthy,15.36,7.242,9.27,27.26,52.39,1.922,8.01,4.272,0.9068,11.52,20.15,46.43,3.81,62.81,stressed,1,1
7120,spring,Mon,stressed,20.6,6.401,36.51,156.51,325.38,2.079,82.67,2.334,0.6843,60.6,15.21,25.37,39.36,35.15,critical,0,0
7121,summer,Tue,healthy,32.72,7.101,12.64,55.72,84.67,1.519,11.23,7.091,1.8815,9.6,41.81,77.08,5.35,75.99,healthy,0,1
7122,autumn,Wed,critical,23.23,4.928,60.95,609.36,1506.37,2.472,158.75,0.05,0.0463,60.31,1.03,0.54,75.59,16.42,critical,0,0
7123,winter,Thu,stressed,10.71,6.663,26.8,112.2,239.43,2.134,29.8,0.713,0.232,35.86,5.16,7.75,14.19,40.71,critical,0,1
7124,spring,Fri,healthy,20.04,7.124,22.39,48.97,83.67,1.709,9.55,6.631,1.6388,10.53,36.42,72.08,4.55,73.35,stressed,1,1
7125,summer,Sat,healthy,32.1,7.287,11.48,32.0,55.05,1.72,2.37,4.579,1.365,9.87,30.33,49.77,1.13,67.28,stressed,1,1
7126,autumn,Sun,healthy,19.33,7.095,7.44,16.6,24.96,1.503,5.6,6.766,1.7901,10.2,39.78,73.55,2.66,75.12,healthy,1,1
7127,winter,Mon,healthy,13.25,7.154,16.66,39.23,67.34,1.717,18.05,6.846,1.167,3.49,25.93,74.42,8.59,72.07,stressed,1,1
7128,spring,Tue,stressed,17.72,6.704,31.71,101.55,229.52,2.26,40.71,1.369,0.3458,51.84,7.68,14.88,19.38,37.83,critical,0,0
7129,summer,Wed,healthy,29.04,7.41,28.82,38.87,62.66,1.612,9.27,5.422,1.2334,12.09,27.41,58.94,4.41,67.46,stressed,1,1
7130,autumn,Thu,stressed,16.08,6.849,27.32,138.66,238.34,1.719,40.86,2.322,0.3763,36.27,8.36,25.24,19.46,44.47,critical,0,0
7131,winter,Fri,healthy,16.41,6.999,17.45,48.99,81.54,1.664,11.3,6.334,1.5885,3.52,35.3,68.85,5.38,73.81,stressed,1,1
7132,spring,Sat,critical,18.36,5.933,35.85,253.34,581.76,2.296,65,0.05,0.08,88.63,1.78,0.54,30.95,20.68,critical,0,0
7133,summer,Sun,healthy,27.81,6.981,6,16.42,27.35,1.666,2.52,6.87,2.104,2.74,46.75,74.68,1.2,79.37,healthy,1,1
7134,autumn,Mon,healthy,22.38,7.222,20.74,27.39,42.57,1.554,4.36,7.954,2.4135,4.63,53.63,86.46,2.08,83.34,healthy,1,1
7135,winter,Tue,critical,12.7,5.748,62.45,470.29,1303.23,2.771,126.59,0.05,0.0413,86.38,0.92,0.54,60.28,13.7,critical,0,0
7136,spring,Wed,healthy,20.7,6.801,25.75,29.36,48.94,1.667,7.46,6.695,1.7954,17.63,39.9,72.78,3.55,72.87,stressed,1,1
7137,summer,Thu,stressed,29.92,6.847,25.08,115.46,210.83,1.826,68.63,0.619,0.43,26.94,9.56,6.72,32.68,39.17,critical,0,0
7138,autumn,Fri,stressed,18.24,6.925,34.07,149.56,251.56,1.682,58.42,0.843,0.3132,39.75,6.96,9.16,27.82,37.14,critical,0,0
7139,winter,Sat,stressed,14.39,6.307,29.89,109.59,213.62,1.949,49.49,1.218,0.3143,35.64,6.98,13.24,23.57,40.25,critical,0,0
7140,spring,Sun,stressed,18.81,6.747,15.65,52.62,90.34,1.717,22.49,1.673,0.5163,43.15,11.47,18.19,10.71,43.95,critical,0,1
7141,summer,Mon,healthy,27.65,7.485,22.93,29.29,46.16,1.576,9.22,7.009,2.1076,9.76,46.84,76.18,4.39,77.22,healthy,1,1
7142,autumn,Tue,healthy,19.55,7.371,22.89,53.85,82.92,1.54,12.68,8.004,2.4109,14.44,53.58,87.0,6.04,80.02,healthy,0,1
7143,winter,Wed,critical,15.04,6.04,56.21,334.12,921.71,2.759,175.96,0.05,0.072,63.34,1.6,0.54,83.79,13.75,critical,0,0
7144,spring,Thu,healthy,21.28,6.897,22.51,29.68,50.46,1.7,16.16,6.599,1.9914,11.94,44.25,71.73,7.7,74.09,stressed,1,1
7145,summer,Fri,critical,28.59,5.799,54.64,361.17,822.21,2.277,145.34,0.05,0.0608,59.51,1.35,0.54,69.21,18.29,critical,0,0
7146,autumn,Sat,stressed,22.25,6.671,25.11,115.12,237.35,2.062,32.4,1.269,0.3442,55.37,7.65,13.79,15.43,37.66,critical,0,1
7147,winter,Sun,stressed,12.21,6.779,15.63,45,88.17,1.959,39.27,2.278,0.8224,18.03,18.28,24.76,18.7,51.58,stressed,1,0
7148,spring,Mon,healthy,21.86,7.378,17.32,31.38,53.87,1.717,9.61,4.429,1.1724,9.71,26.05,48.14,4.58,64.98,stressed,1,1
7149,summer,Tue,healthy,29.14,7.203,25.59,52.96,87.67,1.655,3.17,5.87,2.1102,5.05,46.89,63.8,1.51,76.03,healthy,0,1
7150,autumn,Wed,critical,24.08,4.759,64.86,480.06,1087.79,2.266,121.66,0.05,0.0453,52.24,1.01,0.54,57.93,22.84,critical,0,0
7151,winter,Thu,healthy,9.61,7.181,27.83,28.32,47.78,1.687,11.02,4.965,0.9271,3.12,20.6,53.97,5.25,66.55,stressed,1,1
7152,spring,Fri,healthy,24.98,7.173,20.76,31.68,50.39,1.59,8.26,6.041,2.0731,7.16,46.07,65.67,3.94,75.16,healthy,1,1
7153,summer,Sat,critical,27.38,5.668,32.72,341.84,787.52,2.304,123.02,0.05,0.0359,78.28,0.8,0.54,58.58,16.12,critical,0,0
7154,autumn,Sun,stressed,21.35,7.112,14,51.26,108.96,2.126,20,2.916,0.7842,65.85,17.43,31.69,9.52,43.44,critical,0,1
7155,winter,Mon,healthy,10.64,7.295,25.17,43.41,64.3,1.481,8.9,3.937,0.8339,6.69,18.53,42.79,4.24,62.6,stressed,1,1
7156,spring,Tue,stressed,21.5,7.313,35.5,128.71,270.2,2.099,66.34,1.676,0.3991,37.71,8.87,18.21,31.59,39.45,critical,0,0
7157,summer,Wed,stressed,25.81,6.716,49.37,122.47,278.64,2.275,34.14,2.464,0.7851,30.84,17.45,26.78,16.26,49.28,critical,0,1
7158,autumn,Thu,stressed,16.51,6.604,41.63,179.22,289.79,1.617,45.36,1.769,0.2668,29.95,5.93,19.23,21.6,43.4,critical,0,0
7159,winter,Fri,healthy,13.53,7.284,15.89,43.48,64.09,1.474,13.23,8.295,1.6899,9.02,37.55,90.16,6.3,78.1,healthy,1,1
7160,spring,Sat,critical,25.26,5.094,29.47,213.37,506.81,2.375,150.62,0.05,0.0478,55.96,1.06,0.54,71.72,18.48,critical,0,0
7161,summer,Sun,healthy,27.52,7.03,12.63,12.54,21.35,1.703,1,8.327,1.5561,8.91,34.58,90.51,0.48,78.93,healthy,1,1
7162,autumn,Mon,stressed,19.15,6.587,32.04,138.65,258.1,1.862,56.47,1.007,0.4524,42.22,10.05,10.94,26.89,37.97,critical,0,0
7163,winter,Tue,healthy,14.98,7.17,22.12,38.38,61.0,1.589,12.89,5.671,1.0727,11.62,23.84,61.64,6.14,66.93,stressed,1,1
7164,spring,Wed,critical,17.68,6.507,45.05,216.86,448.29,2.067,129.96,0.05,0.1541,41.95,3.42,0.54,61.89,25.03,critical,0,0
7165,summer,Thu,stressed,26.26,6.008,39.61,176.39,312.58,1.772,20,1.861,0.6302,20.95,14.01,20.23,9.52,50.94,stressed,0,1
7166,autumn,Fri,stressed,20.9,6.226,39.8,87.45,179.88,2.057,38.15,2.482,0.706,45.6,15.69,26.98,18.17,44.73,critical,0,0
7167,winter,Sat,stressed,14.11,6.733,19.57,82.24,176.24,2.143,20,2.374,0.6861,29.76,15.25,25.8,9.52,50.44,stressed,0,1
7168,spring,Sun,healthy,24.64,7.262,7.58,10,14.84,1.484,2.81,6.749,2.8333,12.65,62.96,73.36,1.34,80.58,healthy,1,1
7169,summer,Mon,healthy,25.23,7.145,23.12,33.92,46.16,1.361,9.03,6.93,2.1236,8.69,47.19,75.32,4.3,77.38,healthy,1,1
7170,autumn,Tue,healthy,16.74,7.27,17.46,42.99,65.95,1.534,11.37,6.93,0.9327,7.29,20.73,75.32,5.41,70.84,stressed,1,1
7171,winter,Wed,healthy,12.64,7.225,16.72,43.37,79.33,1.829,12.93,6.943,1.431,8.78,31.8,75.47,6.15,73.08,stressed,1,1
7172,spring,Thu,healthy,24.31,7.161,19.53,46.04,74.11,1.61,10.17,6.887,1.9418,10.01,43.15,74.86,4.84,75.79,healthy,1,1
7173,summer,Fri,critical,28.74,7.1,56.55,338.67,723.75,2.137,119.46,0.05,0.1276,69.69,2.83,0.54,56.89,19.2,critical,0,0
7174,autumn,Sat,stressed,20.36,7.201,14.35,67.05,136.5,2.036,54.63,2.847,0.3903,29.74,8.67,30.94,26.01,45.97,critical,0,0
7175,winter,Sun,healthy,9.8,7.15,9.59,10,16.18,1.618,7.09,5.347,1.0152,1,22.56,58.11,3.37,69.07,stressed,1,1
7176,spring,Mon,healthy,17.77,7.302,15.13,24.85,36.45,1.467,14.23,6.558,1.5733,8.64,34.96,71.29,6.77,72.71,stressed,1,1
7177,summer,Tue,healthy,26.55,7.119,25.49,42.38,67.9,1.602,10.55,6.428,1.4188,15.75,31.53,69.87,5.03,70.16,stressed,1,1
7178,autumn,Wed,stressed,22.4,6.404,33.64,163.18,339.31,2.079,69.11,1.054,0.3597,50.34,7.99,11.46,32.91,34.05,critical,0,0
7179,winter,Thu,healthy,10.8,7.204,22.41,34.83,55.5,1.593,15.45,7.529,1.3574,4.63,30.16,81.84,7.36,75.0,healthy,1,1
7180,spring,Fri,healthy,21.1,6.883,14.39,35.9,59.58,1.66,7.4,7.788,2.3503,2.78,52.23,84.65,3.53,82.64,healthy,1,1
7181,summer,Sat,stressed,30.57,6.364,14,45,82.11,1.825,20,3.277,0.8438,40.98,18.75,35.62,9.52,50.97,stressed,1,1
7182,autumn,Sun,stressed,21.37,6.705,14,45,82.63,1.836,20,1.972,0.638,29.89,14.18,21.44,9.52,49.05,critical,1,1
7183,winter,Mon,stressed,13.75,6.852,30.19,155.29,287.78,1.853,57.64,2.581,0.5132,30.73,11.4,28.05,27.45,45.32,critical,0,0
7184,spring,Tue,healthy,14.37,7.187,22.36,40.82,66.43,1.627,9.46,6.969,1.5175,2.26,33.72,75.75,4.5,75.68,healthy,1,1
7185,summer,Wed,stressed,33.35,6.81,32.3,140.02,284.0,2.028,24.82,2.768,0.4429,49.95,9.84,30.08,11.82,44.54,critical,0,1
7186,autumn,Thu,healthy,21.63,7.223,18.21,27.0,44.65,1.654,8.77,5.477,1.7341,11.91,38.54,59.54,4.17,70.5,stressed,1,1
7187,winter,Fri,healthy,12.9,7.282,18.76,18.39,31.84,1.731,7.53,7.399,0.6208,8.99,13.8,80.43,3.59,70.41,stressed,1,1
7188,spring,Sat,healthy,23.54,6.886,17.21,31.05,48.28,1.555,5.3,7.738,1.5137,2.28,33.64,84.11,2.52,78.24,healthy,1,1
7189,summer,Sun,stressed,27.62,7.02,14,64.55,114.73,1.777,35.18,2.656,0.3627,58.92,8.06,28.87,16.75,40.32,critical,0,0
7190,autumn,Mon,healthy,20.69,7.197,19.23,36.15,59.3,1.641,5.61,6.27,1.6551,4.91,36.78,68.16,2.67,74.34,stressed,1,1
7191,winter,Tue,healthy,10.79,7.192,20.48,39.09,69.77,1.785,11.42,5.508,1.0042,5.69,22.32,59.87,5.44,67.77,stressed,1,1
7192,spring,Wed,healthy,25.86,6.869,27.34,30.24,50.77,1.679,5.22,7.227,2.6027,8.82,57.84,78.56,2.49,81.27,healthy,1,1
7193,summer,Thu,critical,26.83,4.82,28.7,469.55,865.09,1.842,155.59,0.05,0.0296,65.43,0.66,0.54,74.09,15.42,critical,0,0
7194,autumn,Fri,healthy,21.19,7.137,15.17,28.33,43.64,1.54,14.55,7.633,1.9053,9.59,42.34,82.97,6.93,77.2,healthy,1,1
7195,winter,Sat,healthy,11.98,7.305,13.11,30.86,56.01,1.815,4.89,6.656,1.2208,15.04,27.13,72.35,2.33,70.53,stressed,1,1
7196,spring,Sun,healthy,27.73,7.276,9.73,25.76,42.78,1.661,1.94,6.072,1.8309,12.08,40.69,66.0,0.92,73.42,stressed,1,1
7197,summer,Mon,critical,29.45,5.577,61.18,310.94,703.46,2.262,97.52,0.05,0.1032,55.54,2.29,0.54,46.44,25.21,critical,0,0
7198,autumn,Tue,healthy,19.65,7.298,23.45,38.96,66.25,1.7,16.63,6.257,1.9646,10.36,43.66,68.01,7.92,73.35,stressed,1,1
7199,winter,Wed,healthy,16.51,7.26,30.76,52.38,82.33,1.572,8.03,6.434,1.3916,6.32,30.92,69.94,3.83,72.68,stressed,0,1
7200,spring,Thu,healthy,23.16,7.078,21.6,35.18,58.98,1.677,9.32,7.874,2.3408,11.64,52.02,85.59,4.44,80.38,healthy,1,1
7201,summer,Fri,healthy,28.5,7.307,25.91,38.33,62.8,1.638,3.89,6.088,1.2914,5.71,28.7,66.17,1.85,71.83,stressed,1,1
7202,autumn,Sat,healthy,21.46,7.164,19.22,31.44,57.62,1.833,8.7,7.435,2.0902,9.47,46.45,80.82,4.14,78.41,healthy,1,1
7203,winter,Sun,stressed,11.86,6.663,14,80.3,155.23,1.933,54.17,1.392,0.2504,22.54,5.56,15.13,25.8,43.09,critical,0,0
7204,spring,Mon,healthy,17.59,7.215,15.67,38.09,61.89,1.625,10.78,6.76,1.9603,10.58,43.56,73.48,5.13,75.33,healthy,1,1
7205,summer,Tue,healthy,28.72,7.211,22.73,41.04,71.75,1.748,10.45,5.164,1.8155,10.38,40.34,56.13,4.98,70.28,stressed,1,1
7206,autumn,Wed,critical,19.42,6.472,38.72,273.71,530.24,1.937,166.59,0.05,0.0852,58.8,1.89,0.54,79.33,16.08,critical,0,0
7207,winter,Thu,healthy,10.82,7.112,15.61,37.95,59.41,1.565,21.81,5.594,0.7631,9.59,16.96,60.8,10.38,64.45,stressed,1,1
7208,spring,Fri,healthy,24.89,7.263,15.18,48.74,78.56,1.612,7.63,7.028,1.9342,2.63,42.98,76.4,3.63,78.28,healthy,1,1
7209,summer,Sat,stressed,25.96,6.535,19.48,108.31,207.22,1.913,20,1.961,0.3073,44.66,6.83,21.32,9.52,43.49,critical,0,1
7210,autumn,Sun,healthy,19.31,7.025,12.55,21.39,37.48,1.752,4.32,7.231,2.2319,11.52,49.6,78.59,2.06,78.65,healthy,1,1
7211,winter,Mon,healthy,14.84,6.87,19.74,35.43,49.3,1.392,11.7,6.64,1.5893,11.59,35.32,72.18,5.57,72.58,stressed,1,1
7212,spring,Tue,critical,21.39,5.936,56.97,343.84,705.8,2.053,136.82,0.05,0.0267,93.69,0.59,0.54,65.15,10.57,critical,0,0
7213,summer,Wed,critical,29.46,5.303,65.47,512.39,1327.28,2.59,126.44,0.05,0.0287,86.21,0.64,0.54,60.21,13.69,critical,0,0
7214,autumn,Thu,healthy,21.43,7.62,24.44,26.37,46.04,1.746,7.07,6.925,2.3326,7.16,51.84,75.27,3.37,79.15,healthy,1,1
7215,winter,Fri,stressed,9.85,7.257,32.57,51.16,84.47,1.651,51.43,1.118,0.4858,33.04,10.8,12.16,24.49,41.36,critical,0,0
7216,spring,Sat,stressed,17.64,6.398,25.5,99.46,193.12,1.942,54.0,2.664,0.6562,51.8,14.58,28.95,25.71,41.51,critical,0,0
7217,summer,Sun,healthy,30.12,7.416,7.61,13.51,22.95,1.699,1,6.784,1.8087,6.89,40.19,73.74,0.48,76.64,healthy,1,1
7218,autumn,Mon,healthy,17.17,7.25,26.2,36.33,61.24,1.686,10.05,5.714,1.2089,7.38,26.87,62.11,4.78,69.2,stressed,1,1
7219,winter,Tue,healthy,15.1,7.5,13.32,24.57,40.16,1.634,6.18,4.603,0.8241,2.48,18.31,50.03,2.94,65.73,stressed,1,1
7220,spring,Wed,healthy,18.08,7.144,19.53,35.81,57.33,1.601,9.72,6.7,2.1892,4.05,48.65,72.83,4.63,78.2,healthy,1,1
7221,summer,Thu,stressed,35.1,6.475,38.04,141.84,284.85,2.008,54.85,2.204,0.5446,40.4,12.1,23.96,26.12,42.38,critical,0,0
7222,autumn,Fri,stressed,19.4,6.651,35.05,131.55,239.83,1.823,62.04,0.05,0.4804,40.84,10.68,0.54,29.54,35.21,critical,0,0
7223,winter,Sat,healthy,15.41,7.549,10.0,23.22,33.59,1.447,1.29,6.162,1.1948,15.83,26.55,66.98,0.62,69.27,stressed,1,1
7224,spring,Sun,critical,26.05,6.209,50.76,180,410.27,2.279,65,0.05,0.1406,85.25,3.13,0.54,30.95,21.87,critical,0,0
7225,summer,Mon,healthy,32.51,7.192,11.07,46.06,67.33,1.462,11.93,4.682,1.0108,8.05,22.46,50.89,5.68,64.9,stressed,1,1
7226,autumn,Tue,critical,20.62,5.105,90,510.0,1179.05,2.312,154.65,0.05,0.0476,67.92,1.06,0.54,73.64,15.01,critical,0,0
7227,winter,Wed,healthy,9.02,7.346,26.27,57.43,89.24,1.554,6.35,6.505,1.064,1,23.64,70.71,3.02,72.58,stressed,0,1
7228,spring,Thu,healthy,23.52,7.399,18.91,34.11,54.55,1.599,6.32,5.891,1.9903,9.3,44.23,64.03,3.01,73.99,stressed,1,1
7229,summer,Fri,critical,26.63,5.652,40.34,422.14,863.75,2.046,110.64,0.05,0.0532,84.1,1.18,0.54,52.68,16.24,critical,0,0
7230,autumn,Sat,healthy,20.16,7.132,15.67,18.22,35.54,1.95,7.76,5.39,1.4004,5.61,31.12,58.58,3.69,70.1,stressed,1,1
7231,winter,Sun,healthy,12.63,7.122,10.0,12.55,19.25,1.534,3.8,6.171,1.2937,11.27,28.75,67.07,1.81,70.69,stressed,1,1
7232,spring,Mon,stressed,23.53,6.705,40.28,128.45,267.66,2.084,71.81,1.189,0.5361,30.4,11.91,12.93,34.19,40.06,critical,0,0
7233,summer,Tue,healthy,28.12,7.272,20.62,30.77,52.02,1.691,8.7,5.75,2.1806,10.61,48.46,62.5,4.14,74.05,stressed,1,1
7234,autumn,Wed,critical,22.23,5.701,63.75,475.71,1233.58,2.593,122.09,0.05,0.122,88.22,2.71,0.54,58.14,14.22,critical,0,0
7235,winter,Thu,stressed,14.71,7.319,22.31,152.49,286.63,1.88,94.1,1.0,0.3642,42.21,8.09,10.87,44.81,32.99,critical,0,0
7236,spring,Fri,healthy,23.99,7.319,15.98,52.34,79.93,1.527,7.41,8.344,2.1611,6.77,48.03,90.7,3.53,82.11,healthy,0,1
7237,summer,Sat,stressed,27.43,6.72,26.61,73.62,141.38,1.921,30.36,1.528,0.3907,50.51,8.68,16.61,14.46,40.08,critical,0,1
7238,autumn,Sun,critical,21.02,5.319,20,307.69,791.4,2.572,65,0.05,0.085,84.42,1.89,0.54,30.95,21.77,critical,0,0
7239,winter,Mon,healthy,13.37,7.126,21.68,41.22,74.22,1.801,8.59,7.228,1.3991,7.54,31.09,78.57,4.09,74.51,stressed,1,1
7240,spring,Tue,critical,20.68,5.234,49.19,363.33,807.5,2.223,145.77,0.05,0.1314,46.29,2.92,0.54,69.41,21.94,critical,0,0
7241,summer,Wed,healthy,29.76,7.103,16.08,31.04,46.12,1.486,11.96,6.446,2.256,8.28,50.13,70.06,5.69,76.56,healthy,1,1
7242,autumn,Thu,healthy,20.69,7.329,22.57,45.61,74.18,1.626,8.59,6.374,1.503,13.93,33.4,69.28,4.09,71.17,stressed,1,1
7243,winter,Fri,healthy,15.53,6.853,22.62,42.56,75.64,1.777,12.88,5.826,1.0102,13.15,22.45,63.33,6.13,66.62,stressed,1,1
7244,spring,Sat,stressed,26.83,6.909,16.82,68.49,123.31,1.8,23.05,1.542,0.3909,50.15,8.69,16.76,10.98,41.08,critical,0,1
7245,summer,Sun,healthy,25.96,7.007,6,11.26,20.0,1.776,7.29,7.467,2.4007,10.49,53.35,81.16,3.47,80.14,healthy,1,1
7246,autumn,Mon,stressed,15.5,6.821,26.37,102.9,234.85,2.282,57.76,1.193,0.4696,31.49,10.44,12.97,27.51,41.1,critical,0,0
7247,winter,Tue,healthy,11.2,7.336,17.5,42.99,64.52,1.501,4.46,6.118,1.2353,8.65,27.45,66.49,2.12,70.79,stressed,1,1
7248,spring,Wed,healthy,18.35,7.387,24.46,16.34,24.58,1.504,10.67,5.532,1.5867,9.12,35.26,60.13,5.08,70.3,stressed,1,1
7249,summer,Thu,critical,30.7,5.05,61.86,453.42,1070.65,2.361,129.31,0.05,0.0414,78.03,0.92,0.54,61.58,15.46,critical,0,0
7250,autumn,Fri,healthy,23.94,7.082,18.18,24.55,40.98,1.67,10.57,5.568,2.2279,14.39,49.51,60.52,5.03,72.65,stressed,1,1
7251,winter,Sat,critical,12.57,6.213,36.4,279.3,629.57,2.254,144.35,0.05,0.0808,67.63,1.8,0.54,68.74,16.49,critical,0,0
7252,spring,Sun,stressed,18.75,7.255,20.09,45,84.79,1.884,25.04,2.961,0.5788,54.56,12.86,32.18,11.92,44.64,critical,1,1
7253,summer,Mon,stressed,30.57,7.085,18.99,126.83,226.88,1.789,57.89,1.257,0.6986,42.22,15.52,13.66,27.56,39.85,critical,0,0
7254,autumn,Tue,stressed,21.55,7.27,39.01,140.4,263.54,1.877,63.52,2.972,0.5742,48.84,12.76,32.31,30.25,41.5,critical,0,0
7255,winter,Wed,healthy,17.47,7.125,18.03,43.63,77.13,1.768,1.33,7.553,2.5891,3.88,57.53,82.09,0.63,83.78,healthy,1,1
7256,spring,Thu,stressed,20.96,6.758,45.5,143.1,322.14,2.251,49.13,1.994,0.596,37.82,13.25,21.67,23.4,43.42,critical,0,0
7257,summer,Fri,critical,29.03,5.111,34.86,382.85,741.33,1.936,115.31,0.05,0.0722,65.2,1.6,0.54,54.91,20.51,critical,0,0
